"chr","gene_id","gene_name","start","end","transcript","exon","cds"
"3","ENSG00000114646","CSPG5",47562238,47580792,5,20,18
"3","ENSG00000214773","",47601715,47604677,1,2,0
"3","ENSG00000235695","HIGD2AP2",47663626,47663934,1,1,0
"3","ENSG00000239716","",157976561,157978136,1,2,0
"3","ENSG00000168779","SHOX2",158095905,158106420,6,31,25
"3","ENSG00000241723","",158275809,158276421,1,1,0
"3","ENSG00000277143","",158336430,158336777,1,1,0
"3","ENSG00000243314","",158496561,158496934,1,1,0
"3","ENSG00000243150","",158545189,158571066,5,19,0
"3","ENSG00000178053","MLF1",158571163,158607252,22,159,120
"3","ENSG00000243025","MTAPP1",158609610,158610857,1,2,0
"3","ENSG00000243165","",158626656,158626849,1,1,0
"3","ENSG00000174891","RSRC1",158105855,158545730,29,225,126
"3","ENSG00000113971","NPHP3",132680609,132722432,14,148,63
"3","ENSG00000132153","DHX30",47802909,47850195,15,170,106
"3","ENSG00000274420","",47818005,47818128,1,1,0
"3","ENSG00000221585","MIR1226",47849555,47849629,1,1,0
"3","ENSG00000199591","Y_RNA",47931808,47931914,1,1,0
"3","ENSG00000224895","VPS26BP1",47960327,47961081,1,1,0
"3","ENSG00000270285","",48039267,48039490,1,1,0
"3","ENSG00000265078","RN7SL664P",48094801,48095105,1,1,0
"3","ENSG00000236768","",48120669,48121215,1,1,0
"3","ENSG00000164045","CDC25A",48157146,48188417,5,48,42
"3","ENSG00000235627","SNRPFP4",48161176,48161417,1,1,0
"3","ENSG00000253056","RNU7-128P",48180328,48180389,1,1,0
"3","ENSG00000231884","NDUFB1P1",48181547,48181726,1,1,0
"3","ENSG00000265483","MIR4443",48196564,48196616,1,1,0
"3","ENSG00000164047","CAMP",48223347,48225491,2,8,8
"3","ENSG00000164048","ZNF589",48241100,48299253,7,32,24
"3","ENSG00000229759","MRPS18AP1",48256350,48256938,1,1,0
"3","ENSG00000199476","Y_RNA",48288587,48288694,1,1,0
"3","ENSG00000172113","NME6",48290722,48301685,22,103,71
"3","ENSG00000228638","FCF1P2",48290793,48291375,1,1,0
"3","ENSG00000229453","SPINK8",48306842,48328341,1,5,5
"3","ENSG00000252466","MIR2115",48316360,48316459,1,1,0
"3","ENSG00000164049","FBXW12",48372219,48401259,6,57,35
"3","ENSG00000277483","RN7SL321P",48379834,48380132,1,1,0
"3","ENSG00000164053","ATRIP",48446710,48467645,9,95,67
"3","ENSG00000114302","PRKAR2A",48744597,48847874,7,49,47
"3","ENSG00000280053","",126973065,126976426,1,1,0
"3","ENSG00000114554","PLXNA1",126982693,127037389,5,49,32
"3","ENSG00000242390","RPL6P9",142580910,142582399,1,3,0
"3","ENSG00000252745","RNA5SP143",142591677,142591791,1,1,0
"3","ENSG00000120756","PLS1",142596393,142713664,12,91,66
"3","ENSG00000239641","PLS1-AS1",142654784,142656745,1,2,0
"3","ENSG00000199319","RN7SKP25",142673597,142673904,1,1,0
"3","ENSG00000287045","",142687982,142723881,1,2,0
"3","ENSG00000144935","TRPC1",142724034,142807888,4,30,27
"3","ENSG00000251787","RNU7-47P",142801207,142801268,1,1,0
"3","ENSG00000163710","PCOLCE2",142815922,142889206,11,58,32
"3","ENSG00000240950","",142827096,142827728,1,1,0
"3","ENSG00000243818","",142912116,142942537,21,82,0
"3","ENSG00000188582","PAQR9",142949164,142963674,3,7,7
"3","ENSG00000241592","",142960372,142960543,1,1,0
"3","ENSG00000182568","SATB1",18345377,18445588,18,81,58
"3","ENSG00000272477","",18408680,18409635,1,1,0
"3","ENSG00000236570","RAD23BP1",18538673,18539899,1,1,0
"3","ENSG00000251761","RNU6-138P",18954943,18955049,1,1,0
"3","ENSG00000081307","UBA5",132654446,132679794,15,110,83
"3","ENSG00000228956","SATB1-AS1",18445024,18923280,74,362,0
"3","ENSG00000163702","IL17RC",9917074,9933630,30,321,172
"3","ENSG00000232535","OR5H8",98306752,98312843,1,2,1
"3","ENSG00000163719","MTMR14",9649433,9702393,13,131,92
"3","ENSG00000287878","",9693182,9721399,1,3,0
"3","ENSG00000249225","",98099908,98148134,1,2,0
"3","ENSG00000251090","OR5AC4P",98100793,98105672,2,3,0
"3","ENSG00000248365","POU5F1P7",98119191,98119731,1,1,0
"3","ENSG00000231192","OR5H1",98130721,98138548,1,2,1
"3","ENSG00000236032","OR5H14",98147479,98156614,2,3,2
"3","ENSG00000233412","OR5H15",98166696,98169774,2,4,3
"3","ENSG00000249321","OR5H5P",98197211,98198138,1,1,0
"3","ENSG00000249975","OR5H3P",98207423,98208341,1,1,0
"3","ENSG00000248507","OR5H4P",98222044,98222966,1,1,0
"3","ENSG00000187900","OR5H7P",98238352,98239281,1,1,0
"3","ENSG00000230301","OR5H6",98263252,98265356,3,4,3
"3","ENSG00000156983","BRPF1",9731729,9748019,23,247,197
"3","ENSG00000011376","LARS2",45388561,45554726,12,178,113
"3","ENSG00000232455","LARS2-AS1",45483974,45509545,1,4,0
"3","ENSG00000144791","LIMD1",45555394,45686341,4,27,14
"3","ENSG00000173585","CCR9",45886509,45903174,4,11,6
"3","ENSG00000229515","FLT1P1",46142358,46143677,1,1,0
"3","ENSG00000163823","CCR1",46201711,46208313,1,2,1
"3","ENSG00000236736","UQCRC2P1",46310591,46311922,1,1,0
"3","ENSG00000121807","CCR2",46353864,46360940,4,9,4
"3","ENSG00000223552","CCR5AS",46364955,46407059,1,4,0
"3","ENSG00000160791","CCR5",46370854,46376206,2,3,2
"3","ENSG00000121797","CCRL2",46407166,46412997,7,14,6
"3","ENSG00000283646","LINC02009",46416524,46423591,2,9,0
"3","ENSG00000283473","FAM240A",46612525,46626543,1,3,3
"3","ENSG00000288550","",9917116,9945385,4,89,33
"3","ENSG00000288720","",45795970,45828952,2,6,0
"3","ENSG00000163818","LZTFL1",45823316,45916042,15,99,51
"3","ENSG00000288717","",45995958,46001283,1,3,0
"3","ENSG00000173578","XCR1",46016990,46085825,3,11,3
"3","ENSG00000288703","",46065695,46104017,1,3,0
"3","ENSG00000183625","CCR3",46130890,46266706,10,24,7
"3","ENSG00000288724","",46284775,46293795,1,2,0
"3","ENSG00000012223","LTF",46435645,46485234,9,91,75
"3","ENSG00000163825","RTP3",46494611,46500950,2,5,4
"3","ENSG00000163827","LRRC2",46515385,46606948,5,31,24
"3","ENSG00000288718","",46558540,46562495,1,4,0
"3","ENSG00000163703","CRELD1",9933793,9945413,74,609,336
"3","ENSG00000132170","PPARG",12287368,12434356,34,213,123
"3","ENSG00000163932","PRKCD",53156009,53192717,11,137,110
"3","ENSG00000286531","",53196820,53197359,1,2,0
"3","ENSG00000163931","TKT",53224712,53256052,14,121,69
"3","ENSG00000272886","DCP1A",53283429,53347586,6,41,36
"3","ENSG00000274967","Y_RNA",53290640,53290751,1,1,0
"3","ENSG00000207109","SNORD38C",53333060,53333128,1,1,0
"3","ENSG00000212608","",53387713,53387836,1,1,0
"3","ENSG00000227224","",53474700,53475089,1,1,0
"3","ENSG00000251987","SNORD63",53530322,53530401,1,1,0
"3","ENSG00000271916","",53797764,53798019,1,1,0
"3","ENSG00000016391","CHDH",53812335,53846419,3,15,9
"3","ENSG00000056736","IL17RB",53846568,53865794,3,31,21
"3","ENSG00000271976","",53858994,53861576,1,1,0
"3","ENSG00000113812","ACTR8",53867066,53882152,6,44,35
"3","ENSG00000113811","SELENOK",53884417,53891962,5,21,15
"3","ENSG00000157388","CACNA1D",53328963,53813733,30,560,480
"3","ENSG00000144554","FANCD2",10026370,10101932,18,332,205
"3","ENSG00000114279","FGF12",192139390,192767764,14,72,45
"3","ENSG00000276656","MIR6083",124374332,124374437,1,1,0
"3","ENSG00000252751","RNU6-143P",124407691,124407783,1,1,0
"3","ENSG00000260391","",124723788,124726325,1,1,0
"3","ENSG00000114491","UMPS",124730433,124749273,11,50,22
"3","ENSG00000265981","MIR544B",124732439,124732516,1,1,0
"3","ENSG00000242199","",124733418,124733754,1,1,0
"3","ENSG00000082781","ITGB5",124761948,124901418,13,70,42
"3","ENSG00000244286","ITGB5-AS1",124781155,124787757,1,2,0
"3","ENSG00000280042","",124791119,124793104,1,1,0
"3","ENSG00000276626","7SK",124792319,124792562,1,1,0
"3","ENSG00000243986","ENO1P3",124862094,124863317,1,1,0
"3","ENSG00000173702","MUC13",124905442,124953819,5,29,17
"3","ENSG00000288713","",124723524,124730422,1,3,0
"3","ENSG00000270772","PDHA1P1",57800056,57801448,1,2,0
"3","ENSG00000213509","PPIAP16",57941818,57942304,1,1,0
"3","ENSG00000136068","FLNB",58008398,58172251,28,567,359
"3","ENSG00000160145","KALRN",124033369,124726325,52,855,608
"3","ENSG00000240902","APOOP2",87594838,87595376,1,1,0
"3","ENSG00000064835","POU1F1",87259404,87276584,4,21,21
"3","ENSG00000284624","",125766516,125852936,2,5,0
"3","ENSG00000284660","",125766601,125766818,1,1,0
"3","ENSG00000272840","",125774714,125797953,1,2,0
"3","ENSG00000239804","",125787888,125788146,1,1,0
"3","ENSG00000221737","MIR548I1",125790404,125790552,1,1,0
"3","ENSG00000242229","RPS3AP14",125795106,125795885,1,1,0
"3","ENSG00000287617","",125799887,125800616,1,2,0
"3","ENSG00000241346","SNRPCP11",125816082,125816286,1,1,0
"3","ENSG00000241288","LINC02614",125827238,125916384,24,77,0
"3","ENSG00000241278","ENPP7P4",125848223,125909372,1,4,0
"3","ENSG00000248787","",125907765,125916360,2,9,0
"3","ENSG00000171084","FAM86JP",125916620,125930024,4,21,0
"3","ENSG00000241439","",125958556,125958817,1,1,0
"3","ENSG00000114547","ROPN1B",125969160,125983454,10,47,23
"3","ENSG00000248607","",126056923,126058228,1,2,0
"3","ENSG00000242103","",121356991,121357940,1,1,0
"3","ENSG00000287022","",121394772,121431198,1,2,0
"3","ENSG00000051341","POLQ",121431431,121545988,4,44,32
"3","ENSG00000242445","RPL7AP11",121494110,121494908,1,1,0
"3","ENSG00000186103","ARGFX",121567949,121590622,2,9,8
"3","ENSG00000163833","FBXO40",121593379,121630295,1,4,3
"3","ENSG00000235830","SRGAP3-AS4",9249742,9257507,1,3,0
"3","ENSG00000254485","",9292588,9363303,5,13,0
"3","ENSG00000214041","PGAM1P4",9348443,9349192,1,1,0
"3","ENSG00000206573","THUMPD3-AS1",9349689,9398579,33,108,0
"3","ENSG00000134077","THUMPD3",9362971,9386791,10,55,40
"3","ENSG00000168137","SETD5",9397615,9479240,35,407,157
"3","ENSG00000156959","LHFPL4",9498361,9553822,3,8,3
"3","ENSG00000235338","DUSP5P2",9600748,9602728,1,3,0
"3","ENSG00000068028","RASSF1",50329782,50340980,10,44,29
"3","ENSG00000053524","MCF2L2",183178041,183428778,14,167,106
"3","ENSG00000214706","IFRD2",50287732,50292918,15,87,35
"3","ENSG00000152601","MBNL1",152243828,152465780,24,158,123
"3","ENSG00000163515","RETNLB",108743424,108757410,2,8,3
"3","ENSG00000231861","OR5K2",98497681,98498631,1,1,1
"3","ENSG00000144671","SLC22A14",38282294,38318575,4,27,23
"3","ENSG00000186038","HTR3E",184097064,184106995,6,45,44
"3","ENSG00000170044","ZPLD1",102099244,102479841,4,44,31
"3","ENSG00000197938","OR5H2",98282505,98284070,1,1,1
"3","ENSG00000225526","MKRN2OS",12514934,12561059,5,18,6
"3","ENSG00000061938","TNK2",195863364,195911945,31,253,191
"3","ENSG00000171148","TADA3",9779967,9793011,6,37,25
"3","ENSG00000164054","SHISA5",48467798,48504826,20,92,48
"3","ENSG00000144644","GADL1",30726197,30894661,3,30,27
"3","ENSG00000172969","FRG2C",75664328,75667220,2,8,8
"3","ENSG00000150995","ITPR1",4493345,4847506,55,1066,740
"3","ENSG00000288700","",134485721,134951651,7,62,0
"3","ENSG00000154928","EPHB1",134795260,135260467,9,70,53
"3","ENSG00000047849","MAP4",47850690,48089272,17,146,126
"3","ENSG00000145012","LPP",188153284,188890671,22,100,51
"3","ENSG00000114654","EFCC1",129001304,129040742,3,22,16
"3","ENSG00000074416","MGLL",127689062,128052190,15,87,59
"3","ENSG00000172995","ARPP21",35638945,35794496,36,236,158
"3","ENSG00000145041","DCAF1",51395867,51500015,4,92,86
"3","ENSG00000196353","CPNE4",131533555,132285410,14,143,101
"3","ENSG00000144857","BOC",113211003,113287459,18,150,88
"3","ENSG00000177311","ZBTB38",141324213,141449792,23,89,15
"3","ENSG00000196428","TSC22D2",150408335,150466431,6,18,12
"3","ENSG00000077097","TOP2B",25597984,25664907,7,121,100
"3","ENSG00000174776","WDR49",167478684,167653983,11,112,83
"3","ENSG00000164080","RAD54L2",51538719,51668667,7,105,60
"3","ENSG00000163946","TASOR",56620132,56683265,11,121,96
"3","ENSG00000114124","GRK7",141763408,141819352,2,10,8
"3","ENSG00000131389","SLC6A6",14402576,14489349,12,98,54
"3","ENSG00000188729","OSTN",191199241,191265615,2,9,6
"3","ENSG00000206560","ANKRD28",15667236,15859771,16,221,129
"3","ENSG00000138496","PARP9",122527924,122564577,8,71,60
"3","ENSG00000184307","ZDHHC23",113947901,113965401,7,31,23
"3","ENSG00000168026","TTC21A",39107680,39138903,19,181,120
"3","ENSG00000168314","MOBP",39467198,39529479,14,63,25
"3","ENSG00000225873","C3orf86",44421127,44439946,5,11,0
"3","ENSG00000163539","CLASP2",33496245,33718356,27,402,364
"3","ENSG00000136059","VILL",37988059,38007188,11,94,63
"3","ENSG00000168386","FILIP1L",99828811,100114513,10,38,24
"3","ENSG00000181789","COPG1",129249606,129277773,10,81,35
"3","ENSG00000278658","MIR6826",129272146,129272243,1,1,0
"3","ENSG00000286729","",129277753,129278782,1,1,0
"3","ENSG00000183624","HMCES",129278828,129306186,8,47,39
"3","ENSG00000184897","H1-10",129314771,129316286,1,1,1
"3","ENSG00000206417","H1-10-AS1",129315392,129326225,4,15,0
"3","ENSG00000248916","NUP210P3",129323046,129325426,1,3,0
"3","ENSG00000270492","",129334586,129335074,1,1,0
"3","ENSG00000270773","",129345411,129346164,1,1,0
"3","ENSG00000244932","",129381298,129394149,1,5,0
"3","ENSG00000251474","RPL32P3",129382922,129399655,8,26,0
"3","ENSG00000207088","SNORA7B",129397210,129397348,1,1,0
"3","ENSG00000172771","EFCAB12",129401321,129428651,5,35,22
"3","ENSG00000129071","MBD4",129430947,129440179,10,54,40
"3","ENSG00000163913","IFT122",129440036,129520507,31,392,237
"3","ENSG00000163914","RHO",129528639,129535344,1,5,5
"3","ENSG00000178804","H1-8",129543175,129551467,2,9,8
"3","ENSG00000004399","PLXND1",129555214,129606676,17,103,64
"3","ENSG00000239437","RN7SL752P",129591349,129591635,1,1,0
"3","ENSG00000248659","",129632019,129632492,1,1,0
"3","ENSG00000182923","CEP63",134485699,134587789,62,707,553
"3","ENSG00000189366","ALG1L",125928840,125990565,4,25,0
"3","ENSG00000088727","KIF9",47227998,47283451,13,143,100
"3","ENSG00000199994","RNA5SP145",151188099,151188223,1,1,0
"3","ENSG00000174946","GPR171",151197832,151203216,3,6,3
"3","ENSG00000174944","P2RY14",151212117,151278542,3,10,3
"3","ENSG00000239570","SETP11",151269440,151270129,1,1,0
"3","ENSG00000286273","",151293317,151295494,1,2,0
"3","ENSG00000138271","GPR87",151294086,151316820,2,4,2
"3","ENSG00000181631","P2RY13",151326312,151329549,1,2,2
"3","ENSG00000169313","P2RY12",151336843,151384753,2,5,1
"3","ENSG00000242810","MRPL42P6",151475804,151476174,1,1,0
"3","ENSG00000242119","",151499639,151499806,1,1,0
"3","ENSG00000264330","MIR5186",151565876,151565995,1,1,0
"3","ENSG00000152580","IGSF10",151425384,151461061,5,16,8
"3","ENSG00000181555","SETD2",47016429,47164113,9,104,53
"3","ENSG00000160799","CCDC12",46921726,46982010,14,63,28
"3","ENSG00000172765","TMCC1",129647792,129893711,15,67,19
"4","ENSG00000286705","",307335,337433,1,2,0
"4","ENSG00000130997","POLN",2071918,2242121,13,127,67
"4","ENSG00000174227","PIGG",499210,540200,26,133,79
"4","ENSG00000205959","",8482270,8516759,3,9,0
"4","ENSG00000250613","",10410996,10411644,1,2,0
"4","ENSG00000284727","",4048211,4107583,2,3,0
"4","ENSG00000251166","OR7E163P",3889356,3890249,1,1,0
"4","ENSG00000242209","RPL32P12",13647697,13648400,1,2,0
"4","ENSG00000251292","ERVH-1",23723262,23733579,1,4,0
"4","ENSG00000286318","",21520854,21523709,1,3,0
"4","ENSG00000249844","OR7E43P",4174319,4175238,1,1,0
"4","ENSG00000287104","",6985926,6987036,1,1,0
"4","ENSG00000242686","PDE6B-AS1",652850,656213,4,9,0
"4","ENSG00000280310","",4820405,4821452,1,1,0
"4","ENSG00000250476","ENPP7P9",3967034,3967660,1,1,0
"4","ENSG00000250074","",10267895,10268231,1,1,0
"4","ENSG00000250039","",21949015,22330330,3,10,0
"4","ENSG00000248360","LINC00504",14470465,14888169,4,23,0
"4","ENSG00000251595","ABCA11P",425435,474129,4,11,0
"4","ENSG00000249988","",14164455,14242813,2,5,0
"4","ENSG00000109519","GRPEL1",7058895,7068064,4,14,4
"4","ENSG00000249219","",9922814,9924146,1,2,0
"4","ENSG00000251652","",1113639,1132977,2,5,0
"4","ENSG00000250040","RAF1P1",10254926,10256621,1,1,0
"4","ENSG00000283183","",577168,618076,5,13,0
"4","ENSG00000109667","SLC2A9",9771153,10054936,13,80,41
"4","ENSG00000250259","",1027678,1028972,1,2,0
"4","ENSG00000251278","",10292195,10292708,1,1,0
"4","ENSG00000178222","RNF212",1056250,1113564,15,91,37
"4","ENSG00000248564","",338097,338583,1,1,0
"4","ENSG00000178950","GAK",849276,932373,23,157,98
"4","ENSG00000281202","LINC01097",13526319,13534335,3,11,0
"4","ENSG00000241612","",19813749,19814231,1,1,0
"4","ENSG00000273238","TMEM271",573880,576295,1,1,1
"4","ENSG00000251188","",268982,269531,1,1,0
"4","ENSG00000248444","HNRNPA1P65",24771467,24772420,1,1,0
"4","ENSG00000072840","EVC",5711201,5814305,5,41,33
"4","ENSG00000248516","",4321962,4334182,1,3,0
"4","ENSG00000248669","",4117925,4118284,1,1,0
"4","ENSG00000279859","",6691995,6692970,2,2,0
"4","ENSG00000109606","DHX15",24517441,24584554,10,39,14
"4","ENSG00000215278","RPS7P6",17427696,17428274,1,1,0
"4","ENSG00000072832","CRMP1",5748084,5893086,6,71,42
"4","ENSG00000123933","MXD4",2247432,2262109,5,24,12
"4","ENSG00000237350","CDC42P6",22727375,22727950,1,1,0
"4","ENSG00000248221","STX18-IT1",4476121,4481700,1,4,0
"4","ENSG00000272602","ZNF595",53286,88208,5,16,12
"4","ENSG00000109625","CPZ",8592660,8619759,9,56,32
"4","ENSG00000163993","S100P",6693878,6697170,2,4,2
"4","ENSG00000251229","",2505081,2506279,1,2,0
"4","ENSG00000249866","OR7E83P",9512905,9513874,1,1,0
"4","ENSG00000206113","CFAP99",2418974,2462942,6,35,17
"4","ENSG00000261121","LINC02473",24659856,24671568,2,5,0
"4","ENSG00000287081","",16598718,16604593,1,3,0
"4","ENSG00000251535","",336258,336786,1,1,0
"4","ENSG00000270090","",3544555,3548796,2,8,0
"4","ENSG00000152953","STK32B",5051480,5500994,8,69,34
"4","ENSG00000250634","LINC01182",13654374,14003756,5,18,0
"4","ENSG00000248343","",21697450,21719026,1,2,0
"4","ENSG00000284648","",9532429,9532647,1,1,0
"4","ENSG00000250896","RNPS1P1",11371975,11372892,1,1,0
"4","ENSG00000163132","MSX1",4859665,4863936,2,4,2
"4","ENSG00000249145","LINC02517",8320105,8327165,11,39,0
"4","ENSG00000216560","LINC00955",3576869,3590711,2,7,0
"4","ENSG00000251252","MTND2P31",14505865,14506480,1,1,0
"4","ENSG00000234386","OR7E162P",3901566,3902594,1,1,0
"4","ENSG00000273396","LINC01396",4844188,4850827,3,10,0
"4","ENSG00000151552","QDPR",17460261,17512206,9,48,35
"4","ENSG00000249252","C1QTNF7-AS1",15004942,15427914,2,11,0
"4","ENSG00000272927","",661209,661945,1,1,0
"4","ENSG00000127415","IDUA",986997,1004564,13,88,40
"4","ENSG00000242358","RPS21P4",16256308,16256555,1,1,0
"4","ENSG00000187904","",6995341,6998958,1,2,0
"4","ENSG00000243894","RPS3AP16",4076711,4077491,1,1,0
"4","ENSG00000169020","ATP5ME",672436,674330,5,15,4
"4","ENSG00000248238","LINC02438",19172335,19456994,2,6,0
"4","ENSG00000250238","",105959,107114,1,1,0
"4","ENSG00000170891","CYTL1",5014586,5019458,3,9,9
"4","ENSG00000215375","MYL5",673580,682033,9,52,30
"4","ENSG00000250505","",10284961,10285708,1,1,0
"4","ENSG00000155275","TRMT44",8436140,8493531,9,41,21
"4","ENSG00000132405","TBC1D14",6909242,7033118,9,80,70
"4","ENSG00000249799","SNRPCP13",9583942,9584131,1,1,0
"4","ENSG00000251338","",10294463,10295579,1,1,0
"4","ENSG00000249780","",12640298,12640637,1,1,0
"4","ENSG00000250321","",342821,342962,1,1,0
"4","ENSG00000250573","",10259445,10260138,1,1,0
"4","ENSG00000251639","",1100016,1101558,1,2,0
"4","ENSG00000272885","",416118,416537,1,1,0
"4","ENSG00000288589","",3972360,3973254,1,1,0
"4","ENSG00000215367","TMED11P",1115197,1153726,3,11,0
"4","ENSG00000275426","",149738,150317,1,1,0
"4","ENSG00000169676","DRD5",9781634,9784009,1,1,1
"4","ENSG00000250092","",21582096,21613728,1,4,0
"4","ENSG00000233799","",764487,765074,1,2,0
"4","ENSG00000250413","SLC2A9-AS1",10006482,10009725,1,2,0
"4","ENSG00000159788","RGS12",3293028,3439913,26,187,71
"4","ENSG00000251152","",11469250,11478196,1,2,0
"4","ENSG00000251148","",2295584,2319089,1,3,0
"4","ENSG00000152969","JAKMIP1",6026199,6200591,8,114,98
"4","ENSG00000170871","KIAA0232",6781375,6884170,5,27,17
"4","ENSG00000109684","CLNK",10486395,10684768,4,55,49
"4","ENSG00000163956","LRPAP1",3503612,3532446,6,38,16
"4","ENSG00000087266","SH3BP2",2793071,2841098,28,181,91
"4","ENSG00000071127","WDR1",10074339,10116949,18,129,60
"4","ENSG00000272588","",757022,757740,1,1,0
"4","ENSG00000250371","",12859101,12864961,1,2,0
"4","ENSG00000250986","LINC02600",3758748,3763390,1,2,0
"4","ENSG00000286205","",843963,846294,1,2,0
"4","ENSG00000251689","",269866,270175,1,1,0
"4","ENSG00000169744","LDB2",16501541,16898678,16,95,50
"4","ENSG00000013288","MAN2B2",6575189,6623362,5,61,55
"4","ENSG00000282742","",6697861,6698809,1,1,0
"4","ENSG00000246526","LINC02481",6687448,6690519,1,3,0
"4","ENSG00000248155","",2607870,2608146,1,1,0
"4","ENSG00000250611","",20037560,20037972,1,1,0
"4","ENSG00000251580","LINC02482",6648695,6673965,7,19,0
"4","ENSG00000249678","",30776257,30793970,1,3,0
"4","ENSG00000168993","CPLX1",784957,826129,4,14,9
"4","ENSG00000251412","",14383123,14409078,1,6,0
"4","ENSG00000249995","ECM1P2",12639086,12641009,1,2,0
"4","ENSG00000250940","",4086638,4086814,1,1,0
"4","ENSG00000248777","",10199823,10200672,1,1,0
"4","ENSG00000063978","RNF4",2462220,2625320,22,118,68
"4","ENSG00000198787","OR7E103P",4126659,4127569,1,1,0
"4","ENSG00000251679","",14134936,14143592,1,3,0
"4","ENSG00000250681","",3633029,3633975,1,2,0
"4","ENSG00000251271","ALG1L7P",3935447,3942519,1,8,0
"4","ENSG00000181215","C4orf50",5897373,6200555,3,50,26
"4","ENSG00000250915","",8745391,8747727,1,3,0
"4","ENSG00000249766","",33400538,33400679,1,1,0
"4","ENSG00000249077","",2324467,2325082,1,1,0
"4","ENSG00000250393","",10143367,10143655,1,1,0
"4","ENSG00000249256","ATP5MGP3",24658072,24658375,1,1,0
"4","ENSG00000249443","",9521910,9522276,1,1,0
"4","ENSG00000248780","ARL4AP2",40786110,40786710,1,1,0
"4","ENSG00000237170","RPS7P15",4507078,4507777,1,2,0
"4","ENSG00000215612","HMX1",8846076,8871839,2,4,4
"4","ENSG00000251434","",31350284,31351725,1,2,0
"4","ENSG00000248228","SLIT2-IT1",20392154,20394856,1,4,0
"4","ENSG00000284847","",6658690,6658981,1,1,0
"4","ENSG00000249564","",29907659,29907791,1,1,0
"4","ENSG00000249998","",16973275,17073903,1,3,0
"4","ENSG00000168826","ZBTB49",4290251,4321786,6,29,19
"4","ENSG00000280650","KCNIP4-IT1",21843341,21853188,1,1,0
"4","ENSG00000205940","HSP90AB2P",13333414,13338657,2,5,0
"4","ENSG00000247624","CPEB2-DT",14909961,15002045,2,13,0
"4","ENSG00000152990","ADGRA3",22345071,22516066,13,95,43
"4","ENSG00000286900","",3450638,3453108,1,2,0
"4","ENSG00000251517","",42706107,42707335,1,2,0
"4","ENSG00000268967","",49548564,49548855,1,2,0
"4","ENSG00000251638","",24768049,24768331,1,1,0
"4","ENSG00000248338","LINC02472",29214253,29291869,3,14,0
"4","ENSG00000249592","",760202,781859,7,14,0
"4","ENSG00000242034","",9553614,9553985,1,1,0
"4","ENSG00000228154","",25622777,25623601,1,2,0
"4","ENSG00000250942","ENPP7P11",9677308,9677934,1,1,0
"4","ENSG00000287659","",38276178,38279880,1,2,0
"4","ENSG00000047365","ARAP2",35948221,36244514,10,97,58
"4","ENSG00000155269","GPR78",8558725,8619761,7,37,6
"4","ENSG00000260296","",40166675,40167831,1,1,0
"4","ENSG00000251220","RFPL4AP3",23514940,23515284,1,1,0
"4","ENSG00000250098","",12947574,12948670,1,2,0
"4","ENSG00000242768","",21656511,21656869,1,1,0
"4","ENSG00000249828","",49203171,49203726,1,1,0
"4","ENSG00000245468","LINC02447",7093776,7103394,4,8,0
"4","ENSG00000284689","OR7E84P",9468974,9469983,1,1,0
"4","ENSG00000279379","",19257951,19258337,1,1,0
"4","ENSG00000174123","TLR10",38772238,38782990,8,23,7
"4","ENSG00000248532","",49523648,49523857,1,1,0
"4","ENSG00000248364","OR7E86P",9459255,9460244,1,1,0
"4","ENSG00000249047","COX6B1P5",2234251,2234499,1,1,0
"4","ENSG00000260878","",46243548,46244215,1,1,0
"4","ENSG00000154274","C4orf19",37453925,37623495,3,11,6
"4","ENSG00000090989","EXOC1",55853648,55905086,8,83,53
"4","ENSG00000109680","TBC1D19",26576437,26756223,9,110,72
"4","ENSG00000279386","",37866561,37867091,1,1,0
"4","ENSG00000251173","UCHL1-AS1",41220074,41256727,2,5,0
"4","ENSG00000251182","LINC02497",31171013,31211678,2,10,0
"4","ENSG00000248227","LINC02513",38366914,38385759,1,2,0
"4","ENSG00000242262","",47706372,47706987,1,1,0
"4","ENSG00000250624","MTCYBP43",30884443,30885182,1,1,0
"4","ENSG00000168884","TNIP2",2741648,2756342,7,29,16
"4","ENSG00000248143","LINC02383",43457527,43492543,1,3,0
"4","ENSG00000109819","PPARGC1A",23755041,23904089,18,113,56
"4","ENSG00000248654","MTCO3P44",25720516,25721056,1,1,0
"4","ENSG00000248851","",16307456,16308167,1,1,0
"4","ENSG00000248262","",11914667,11919688,1,2,0
"4","ENSG00000249452","",33238239,33238670,1,1,0
"4","ENSG00000248936","",37588087,37588875,1,2,0
"4","ENSG00000251210","LINC02270",12223445,12251286,5,21,0
"4","ENSG00000184160","ADRA2C",3766348,3768526,2,3,3
"4","ENSG00000159674","SPON2",1166932,1208962,22,77,23
"4","ENSG00000145147","SLIT2",20251905,20620561,12,222,207
"4","ENSG00000249148","",13631820,13632599,1,2,0
"4","ENSG00000185774","KCNIP4",20728606,21948772,10,70,57
"4","ENSG00000248417","",33433510,33437877,1,2,0
"4","ENSG00000248939","",43133867,43234956,1,5,0
"4","ENSG00000283083","LINC02498",10737558,10749586,1,3,0
"4","ENSG00000231707","PABPC1P1",39973444,39974338,1,2,0
"4","ENSG00000251430","MTCO3P27",64606418,64606613,1,1,0
"4","ENSG00000249563","",9733370,9742361,1,4,0
"4","ENSG00000260262","",836512,837224,1,1,0
"4","ENSG00000287762","",41608312,41612411,1,2,0
