"gene_id","pathway_id","gene_name","pathway_name"
2246,"hsa04151","FGF1","PI3K-Akt signaling pathway"
2247,"hsa04151","FGF2","PI3K-Akt signaling pathway"
2248,"hsa04151","FGF3","PI3K-Akt signaling pathway"
2249,"hsa04151","FGF4","PI3K-Akt signaling pathway"
8822,"hsa04151","FGF17","PI3K-Akt signaling pathway"
2251,"hsa04151","FGF6","PI3K-Akt signaling pathway"
2252,"hsa04151","FGF7","PI3K-Akt signaling pathway"
2253,"hsa04151","FGF8","PI3K-Akt signaling pathway"
2254,"hsa04151","FGF9","PI3K-Akt signaling pathway"
2255,"hsa04151","FGF10","PI3K-Akt signaling pathway"
8823,"hsa04151","FGF16","PI3K-Akt signaling pathway"
2250,"hsa04151","FGF5","PI3K-Akt signaling pathway"
8817,"hsa04151","FGF18","PI3K-Akt signaling pathway"
26281,"hsa04151","FGF20","PI3K-Akt signaling pathway"
27006,"hsa04151","FGF22","PI3K-Akt signaling pathway"
9965,"hsa04151","FGF19","PI3K-Akt signaling pathway"
26291,"hsa04151","FGF21","PI3K-Akt signaling pathway"
8074,"hsa04151","FGF23","PI3K-Akt signaling pathway"
4803,"hsa04151","NGF","PI3K-Akt signaling pathway"
627,"hsa04151","BDNF","PI3K-Akt signaling pathway"
4908,"hsa04151","NTF3","PI3K-Akt signaling pathway"
4909,"hsa04151","NTF4","PI3K-Akt signaling pathway"
3630,"hsa04151","INS","PI3K-Akt signaling pathway"
3479,"hsa04151","IGF1","PI3K-Akt signaling pathway"
3481,"hsa04151","IGF2","PI3K-Akt signaling pathway"
5154,"hsa04151","PDGFA","PI3K-Akt signaling pathway"
5155,"hsa04151","PDGFB","PI3K-Akt signaling pathway"
56034,"hsa04151","PDGFC","PI3K-Akt signaling pathway"
80310,"hsa04151","PDGFD","PI3K-Akt signaling pathway"
1435,"hsa04151","CSF1","PI3K-Akt signaling pathway"
4254,"hsa04151","KITLG","PI3K-Akt signaling pathway"
2323,"hsa04151","FLT3LG","PI3K-Akt signaling pathway"
7422,"hsa04151","VEGFA","PI3K-Akt signaling pathway"
7423,"hsa04151","VEGFB","PI3K-Akt signaling pathway"
5228,"hsa04151","PGF","PI3K-Akt signaling pathway"
7424,"hsa04151","VEGFC","PI3K-Akt signaling pathway"
2277,"hsa04151","VEGFD","PI3K-Akt signaling pathway"
3082,"hsa04151","HGF","PI3K-Akt signaling pathway"
284,"hsa04151","ANGPT1","PI3K-Akt signaling pathway"
285,"hsa04151","ANGPT2","PI3K-Akt signaling pathway"
51378,"hsa04151","ANGPT4","PI3K-Akt signaling pathway"
1942,"hsa04151","EFNA1","PI3K-Akt signaling pathway"
1943,"hsa04151","EFNA2","PI3K-Akt signaling pathway"
1944,"hsa04151","EFNA3","PI3K-Akt signaling pathway"
1945,"hsa04151","EFNA4","PI3K-Akt signaling pathway"
1946,"hsa04151","EFNA5","PI3K-Akt signaling pathway"
1956,"hsa04151","EGFR","PI3K-Akt signaling pathway"
2064,"hsa04151","ERBB2","PI3K-Akt signaling pathway"
2065,"hsa04151","ERBB3","PI3K-Akt signaling pathway"
2066,"hsa04151","ERBB4","PI3K-Akt signaling pathway"
2260,"hsa04151","FGFR1","PI3K-Akt signaling pathway"
2263,"hsa04151","FGFR2","PI3K-Akt signaling pathway"
2261,"hsa04151","FGFR3","PI3K-Akt signaling pathway"
2264,"hsa04151","FGFR4","PI3K-Akt signaling pathway"
4804,"hsa04151","NGFR","PI3K-Akt signaling pathway"
4914,"hsa04151","NTRK1","PI3K-Akt signaling pathway"
4915,"hsa04151","NTRK2","PI3K-Akt signaling pathway"
3643,"hsa04151","INSR","PI3K-Akt signaling pathway"
3480,"hsa04151","IGF1R","PI3K-Akt signaling pathway"
5156,"hsa04151","PDGFRA","PI3K-Akt signaling pathway"
5159,"hsa04151","PDGFRB","PI3K-Akt signaling pathway"
1436,"hsa04151","CSF1R","PI3K-Akt signaling pathway"
3815,"hsa04151","KIT","PI3K-Akt signaling pathway"
2322,"hsa04151","FLT3","PI3K-Akt signaling pathway"
2321,"hsa04151","FLT1","PI3K-Akt signaling pathway"
2324,"hsa04151","FLT4","PI3K-Akt signaling pathway"
3791,"hsa04151","KDR","PI3K-Akt signaling pathway"
4233,"hsa04151","MET","PI3K-Akt signaling pathway"
7010,"hsa04151","TEK","PI3K-Akt signaling pathway"
1969,"hsa04151","EPHA2","PI3K-Akt signaling pathway"
2885,"hsa04151","GRB2","PI3K-Akt signaling pathway"
6654,"hsa04151","SOS1","PI3K-Akt signaling pathway"
6655,"hsa04151","SOS2","PI3K-Akt signaling pathway"
3265,"hsa04151","HRAS","PI3K-Akt signaling pathway"
3845,"hsa04151","KRAS","PI3K-Akt signaling pathway"
4893,"hsa04151","NRAS","PI3K-Akt signaling pathway"
5894,"hsa04151","RAF1","PI3K-Akt signaling pathway"
5604,"hsa04151","MAP2K1","PI3K-Akt signaling pathway"
5605,"hsa04151","MAP2K2","PI3K-Akt signaling pathway"
5594,"hsa04151","MAPK1","PI3K-Akt signaling pathway"
5595,"hsa04151","MAPK3","PI3K-Akt signaling pathway"
3667,"hsa04151","IRS1","PI3K-Akt signaling pathway"
7097,"hsa04151","TLR2","PI3K-Akt signaling pathway"
7099,"hsa04151","TLR4","PI3K-Akt signaling pathway"
5879,"hsa04151","RAC1","PI3K-Akt signaling pathway"
102723407,"hsa04151","IGH","PI3K-Akt signaling pathway"
6850,"hsa04151","SYK","PI3K-Akt signaling pathway"
930,"hsa04151","CD19","PI3K-Akt signaling pathway"
118788,"hsa04151","PIK3AP1","PI3K-Akt signaling pathway"
2688,"hsa04151","GH1","PI3K-Akt signaling pathway"
2689,"hsa04151","GH2","PI3K-Akt signaling pathway"
1442,"hsa04151","CSH1","PI3K-Akt signaling pathway"
1443,"hsa04151","CSH2","PI3K-Akt signaling pathway"
5617,"hsa04151","PRL","PI3K-Akt signaling pathway"
5008,"hsa04151","OSM","PI3K-Akt signaling pathway"
3558,"hsa04151","IL2","PI3K-Akt signaling pathway"
3562,"hsa04151","IL3","PI3K-Akt signaling pathway"
3569,"hsa04151","IL6","PI3K-Akt signaling pathway"
3565,"hsa04151","IL4","PI3K-Akt signaling pathway"
3574,"hsa04151","IL7","PI3K-Akt signaling pathway"
3439,"hsa04151","IFNA1","PI3K-Akt signaling pathway"
3440,"hsa04151","IFNA2","PI3K-Akt signaling pathway"
3441,"hsa04151","IFNA4","PI3K-Akt signaling pathway"
3442,"hsa04151","IFNA5","PI3K-Akt signaling pathway"
3443,"hsa04151","IFNA6","PI3K-Akt signaling pathway"
3444,"hsa04151","IFNA7","PI3K-Akt signaling pathway"
3445,"hsa04151","IFNA8","PI3K-Akt signaling pathway"
3446,"hsa04151","IFNA10","PI3K-Akt signaling pathway"
3447,"hsa04151","IFNA13","PI3K-Akt signaling pathway"
3448,"hsa04151","IFNA14","PI3K-Akt signaling pathway"
3449,"hsa04151","IFNA16","PI3K-Akt signaling pathway"
3451,"hsa04151","IFNA17","PI3K-Akt signaling pathway"
3452,"hsa04151","IFNA21","PI3K-Akt signaling pathway"
3456,"hsa04151","IFNB1","PI3K-Akt signaling pathway"
2056,"hsa04151","EPO","PI3K-Akt signaling pathway"
1440,"hsa04151","CSF3","PI3K-Akt signaling pathway"
2690,"hsa04151","GHR","PI3K-Akt signaling pathway"
5618,"hsa04151","PRLR","PI3K-Akt signaling pathway"
9180,"hsa04151","OSMR","PI3K-Akt signaling pathway"
3559,"hsa04151","IL2RA","PI3K-Akt signaling pathway"
3560,"hsa04151","IL2RB","PI3K-Akt signaling pathway"
3561,"hsa04151","IL2RG","PI3K-Akt signaling pathway"
3563,"hsa04151","IL3RA","PI3K-Akt signaling pathway"
3570,"hsa04151","IL6R","PI3K-Akt signaling pathway"
3566,"hsa04151","IL4R","PI3K-Akt signaling pathway"
3575,"hsa04151","IL7R","PI3K-Akt signaling pathway"
3454,"hsa04151","IFNAR1","PI3K-Akt signaling pathway"
3455,"hsa04151","IFNAR2","PI3K-Akt signaling pathway"
2057,"hsa04151","EPOR","PI3K-Akt signaling pathway"
1441,"hsa04151","CSF3R","PI3K-Akt signaling pathway"
3716,"hsa04151","JAK1","PI3K-Akt signaling pathway"
3717,"hsa04151","JAK2","PI3K-Akt signaling pathway"
3718,"hsa04151","JAK3","PI3K-Akt signaling pathway"
1277,"hsa04151","COL1A1","PI3K-Akt signaling pathway"
1278,"hsa04151","COL1A2","PI3K-Akt signaling pathway"
1280,"hsa04151","COL2A1","PI3K-Akt signaling pathway"
1284,"hsa04151","COL4A2","PI3K-Akt signaling pathway"
1286,"hsa04151","COL4A4","PI3K-Akt signaling pathway"
1288,"hsa04151","COL4A6","PI3K-Akt signaling pathway"
1282,"hsa04151","COL4A1","PI3K-Akt signaling pathway"
1287,"hsa04151","COL4A5","PI3K-Akt signaling pathway"
1285,"hsa04151","COL4A3","PI3K-Akt signaling pathway"
1291,"hsa04151","COL6A1","PI3K-Akt signaling pathway"
1292,"hsa04151","COL6A2","PI3K-Akt signaling pathway"
1293,"hsa04151","COL6A3","PI3K-Akt signaling pathway"
131873,"hsa04151","COL6A6","PI3K-Akt signaling pathway"
256076,"hsa04151","COL6A5","PI3K-Akt signaling pathway"
1297,"hsa04151","COL9A1","PI3K-Akt signaling pathway"
1298,"hsa04151","COL9A2","PI3K-Akt signaling pathway"
1299,"hsa04151","COL9A3","PI3K-Akt signaling pathway"
284217,"hsa04151","LAMA1","PI3K-Akt signaling pathway"
3908,"hsa04151","LAMA2","PI3K-Akt signaling pathway"
3909,"hsa04151","LAMA3","PI3K-Akt signaling pathway"
3911,"hsa04151","LAMA5","PI3K-Akt signaling pathway"
3910,"hsa04151","LAMA4","PI3K-Akt signaling pathway"
3912,"hsa04151","LAMB1","PI3K-Akt signaling pathway"
3913,"hsa04151","LAMB2","PI3K-Akt signaling pathway"
3914,"hsa04151","LAMB3","PI3K-Akt signaling pathway"
22798,"hsa04151","LAMB4","PI3K-Akt signaling pathway"
3915,"hsa04151","LAMC1","PI3K-Akt signaling pathway"
3918,"hsa04151","LAMC2","PI3K-Akt signaling pathway"
10319,"hsa04151","LAMC3","PI3K-Akt signaling pathway"
1101,"hsa04151","CHAD","PI3K-Akt signaling pathway"
5649,"hsa04151","RELN","PI3K-Akt signaling pathway"
7057,"hsa04151","THBS1","PI3K-Akt signaling pathway"
1311,"hsa04151","COMP","PI3K-Akt signaling pathway"
7058,"hsa04151","THBS2","PI3K-Akt signaling pathway"
7059,"hsa04151","THBS3","PI3K-Akt signaling pathway"
7060,"hsa04151","THBS4","PI3K-Akt signaling pathway"
2335,"hsa04151","FN1","PI3K-Akt signaling pathway"
6696,"hsa04151","SPP1","PI3K-Akt signaling pathway"
7448,"hsa04151","VTN","PI3K-Akt signaling pathway"
3371,"hsa04151","TNC","PI3K-Akt signaling pathway"
63923,"hsa04151","TNN","PI3K-Akt signaling pathway"
7143,"hsa04151","TNR","PI3K-Akt signaling pathway"
7148,"hsa04151","TNXB","PI3K-Akt signaling pathway"
7450,"hsa04151","VWF","PI3K-Akt signaling pathway"
3381,"hsa04151","IBSP","PI3K-Akt signaling pathway"
3672,"hsa04151","ITGA1","PI3K-Akt signaling pathway"
3673,"hsa04151","ITGA2","PI3K-Akt signaling pathway"
3674,"hsa04151","ITGA2B","PI3K-Akt signaling pathway"
3675,"hsa04151","ITGA3","PI3K-Akt signaling pathway"
3676,"hsa04151","ITGA4","PI3K-Akt signaling pathway"
3678,"hsa04151","ITGA5","PI3K-Akt signaling pathway"
3655,"hsa04151","ITGA6","PI3K-Akt signaling pathway"
3679,"hsa04151","ITGA7","PI3K-Akt signaling pathway"
8516,"hsa04151","ITGA8","PI3K-Akt signaling pathway"
3680,"hsa04151","ITGA9","PI3K-Akt signaling pathway"
8515,"hsa04151","ITGA10","PI3K-Akt signaling pathway"
22801,"hsa04151","ITGA11","PI3K-Akt signaling pathway"
3685,"hsa04151","ITGAV","PI3K-Akt signaling pathway"
3688,"hsa04151","ITGB1","PI3K-Akt signaling pathway"
3690,"hsa04151","ITGB3","PI3K-Akt signaling pathway"
3691,"hsa04151","ITGB4","PI3K-Akt signaling pathway"
3693,"hsa04151","ITGB5","PI3K-Akt signaling pathway"
3694,"hsa04151","ITGB6","PI3K-Akt signaling pathway"
3695,"hsa04151","ITGB7","PI3K-Akt signaling pathway"
3696,"hsa04151","ITGB8","PI3K-Akt signaling pathway"
5747,"hsa04151","PTK2","PI3K-Akt signaling pathway"
5290,"hsa04151","PIK3CA","PI3K-Akt signaling pathway"
5293,"hsa04151","PIK3CD","PI3K-Akt signaling pathway"
5291,"hsa04151","PIK3CB","PI3K-Akt signaling pathway"
5295,"hsa04151","PIK3R1","PI3K-Akt signaling pathway"
5296,"hsa04151","PIK3R2","PI3K-Akt signaling pathway"
8503,"hsa04151","PIK3R3","PI3K-Akt signaling pathway"
2149,"hsa04151","F2R","PI3K-Akt signaling pathway"
1128,"hsa04151","CHRM1","PI3K-Akt signaling pathway"
1129,"hsa04151","CHRM2","PI3K-Akt signaling pathway"
1902,"hsa04151","LPAR1","PI3K-Akt signaling pathway"
9170,"hsa04151","LPAR2","PI3K-Akt signaling pathway"
23566,"hsa04151","LPAR3","PI3K-Akt signaling pathway"
2846,"hsa04151","LPAR4","PI3K-Akt signaling pathway"
57121,"hsa04151","LPAR5","PI3K-Akt signaling pathway"
10161,"hsa04151","LPAR6","PI3K-Akt signaling pathway"
2782,"hsa04151","GNB1","PI3K-Akt signaling pathway"
2783,"hsa04151","GNB2","PI3K-Akt signaling pathway"
2784,"hsa04151","GNB3","PI3K-Akt signaling pathway"
59345,"hsa04151","GNB4","PI3K-Akt signaling pathway"
10681,"hsa04151","GNB5","PI3K-Akt signaling pathway"
54331,"hsa04151","GNG2","PI3K-Akt signaling pathway"
2785,"hsa04151","GNG3","PI3K-Akt signaling pathway"
2786,"hsa04151","GNG4","PI3K-Akt signaling pathway"
2787,"hsa04151","GNG5","PI3K-Akt signaling pathway"
2788,"hsa04151","GNG7","PI3K-Akt signaling pathway"
94235,"hsa04151","GNG8","PI3K-Akt signaling pathway"
2790,"hsa04151","GNG10","PI3K-Akt signaling pathway"
2791,"hsa04151","GNG11","PI3K-Akt signaling pathway"
55970,"hsa04151","GNG12","PI3K-Akt signaling pathway"
51764,"hsa04151","GNG13","PI3K-Akt signaling pathway"
2792,"hsa04151","GNGT1","PI3K-Akt signaling pathway"
2793,"hsa04151","GNGT2","PI3K-Akt signaling pathway"
5294,"hsa04151","PIK3CG","PI3K-Akt signaling pathway"
23533,"hsa04151","PIK3R5","PI3K-Akt signaling pathway"
146850,"hsa04151","PIK3R6","PI3K-Akt signaling pathway"
5170,"hsa04151","PDPK1","PI3K-Akt signaling pathway"
6794,"hsa04151","STK11","PI3K-Akt signaling pathway"
5562,"hsa04151","PRKAA1","PI3K-Akt signaling pathway"
5563,"hsa04151","PRKAA2","PI3K-Akt signaling pathway"
54541,"hsa04151","DDIT4","PI3K-Akt signaling pathway"
7248,"hsa04151","TSC1","PI3K-Akt signaling pathway"
7249,"hsa04151","TSC2","PI3K-Akt signaling pathway"
6009,"hsa04151","RHEB","PI3K-Akt signaling pathway"
64223,"hsa04151","MLST8","PI3K-Akt signaling pathway"
2475,"hsa04151","MTOR","PI3K-Akt signaling pathway"
57521,"hsa04151","RPTOR","PI3K-Akt signaling pathway"
1978,"hsa04151","EIF4EBP1","PI3K-Akt signaling pathway"
1977,"hsa04151","EIF4E","PI3K-Akt signaling pathway"
9470,"hsa04151","EIF4E2","PI3K-Akt signaling pathway"
253314,"hsa04151","EIF4E1B","PI3K-Akt signaling pathway"
6198,"hsa04151","RPS6KB1","PI3K-Akt signaling pathway"
6199,"hsa04151","RPS6KB2","PI3K-Akt signaling pathway"
1975,"hsa04151","EIF4B","PI3K-Akt signaling pathway"
6194,"hsa04151","RPS6","PI3K-Akt signaling pathway"
5578,"hsa04151","PRKCA","PI3K-Akt signaling pathway"
5585,"hsa04151","PKN1","PI3K-Akt signaling pathway"
5586,"hsa04151","PKN2","PI3K-Akt signaling pathway"
29941,"hsa04151","PKN3","PI3K-Akt signaling pathway"
6446,"hsa04151","SGK1","PI3K-Akt signaling pathway"
10110,"hsa04151","SGK2","PI3K-Akt signaling pathway"
23678,"hsa04151","SGK3","PI3K-Akt signaling pathway"
100533105,"hsa04151","C8orf44-SGK3","PI3K-Akt signaling pathway"
207,"hsa04151","AKT1","PI3K-Akt signaling pathway"
208,"hsa04151","AKT2","PI3K-Akt signaling pathway"
10000,"hsa04151","AKT3","PI3K-Akt signaling pathway"
9223,"hsa04151","MAGI1","PI3K-Akt signaling pathway"
9863,"hsa04151","MAGI2","PI3K-Akt signaling pathway"
5728,"hsa04151","PTEN","PI3K-Akt signaling pathway"
117145,"hsa04151","THEM4","PI3K-Akt signaling pathway"
5515,"hsa04151","PPP2CA","PI3K-Akt signaling pathway"
5516,"hsa04151","PPP2CB","PI3K-Akt signaling pathway"
5519,"hsa04151","PPP2R1B","PI3K-Akt signaling pathway"
5518,"hsa04151","PPP2R1A","PI3K-Akt signaling pathway"
5520,"hsa04151","PPP2R2A","PI3K-Akt signaling pathway"
5521,"hsa04151","PPP2R2B","PI3K-Akt signaling pathway"
5522,"hsa04151","PPP2R2C","PI3K-Akt signaling pathway"
55844,"hsa04151","PPP2R2D","PI3K-Akt signaling pathway"
28227,"hsa04151","PPP2R3B","PI3K-Akt signaling pathway"
55012,"hsa04151","PPP2R3C","PI3K-Akt signaling pathway"
5523,"hsa04151","PPP2R3A","PI3K-Akt signaling pathway"
5526,"hsa04151","PPP2R5B","PI3K-Akt signaling pathway"
5527,"hsa04151","PPP2R5C","PI3K-Akt signaling pathway"
5528,"hsa04151","PPP2R5D","PI3K-Akt signaling pathway"
5529,"hsa04151","PPP2R5E","PI3K-Akt signaling pathway"
5525,"hsa04151","PPP2R5A","PI3K-Akt signaling pathway"
3320,"hsa04151","HSP90AA1","PI3K-Akt signaling pathway"
3326,"hsa04151","HSP90AB1","PI3K-Akt signaling pathway"
7184,"hsa04151","HSP90B1","PI3K-Akt signaling pathway"
11140,"hsa04151","CDC37","PI3K-Akt signaling pathway"
200186,"hsa04151","CRTC2","PI3K-Akt signaling pathway"
23239,"hsa04151","PHLPP1","PI3K-Akt signaling pathway"
23035,"hsa04151","PHLPP2","PI3K-Akt signaling pathway"
8115,"hsa04151","TCL1A","PI3K-Akt signaling pathway"
9623,"hsa04151","TCL1B","PI3K-Akt signaling pathway"
4515,"hsa04151","MTCP1","PI3K-Akt signaling pathway"
4846,"hsa04151","NOS3","PI3K-Akt signaling pathway"
672,"hsa04151","BRCA1","PI3K-Akt signaling pathway"
2932,"hsa04151","GSK3B","PI3K-Akt signaling pathway"
2998,"hsa04151","GYS2","PI3K-Akt signaling pathway"
2997,"hsa04151","GYS1","PI3K-Akt signaling pathway"
5105,"hsa04151","PCK1","PI3K-Akt signaling pathway"
5106,"hsa04151","PCK2","PI3K-Akt signaling pathway"
2538,"hsa04151","G6PC1","PI3K-Akt signaling pathway"
57818,"hsa04151","G6PC2","PI3K-Akt signaling pathway"
92579,"hsa04151","G6PC3","PI3K-Akt signaling pathway"
4609,"hsa04151","MYC","PI3K-Akt signaling pathway"
595,"hsa04151","CCND1","PI3K-Akt signaling pathway"
1026,"hsa04151","CDKN1A","PI3K-Akt signaling pathway"
1027,"hsa04151","CDKN1B","PI3K-Akt signaling pathway"
1017,"hsa04151","CDK2","PI3K-Akt signaling pathway"
1019,"hsa04151","CDK4","PI3K-Akt signaling pathway"
1021,"hsa04151","CDK6","PI3K-Akt signaling pathway"
894,"hsa04151","CCND2","PI3K-Akt signaling pathway"
896,"hsa04151","CCND3","PI3K-Akt signaling pathway"
898,"hsa04151","CCNE1","PI3K-Akt signaling pathway"
9134,"hsa04151","CCNE2","PI3K-Akt signaling pathway"
2309,"hsa04151","FOXO3","PI3K-Akt signaling pathway"
5934,"hsa04151","RBL2","PI3K-Akt signaling pathway"
356,"hsa04151","FASLG","PI3K-Akt signaling pathway"
10018,"hsa04151","BCL2L11","PI3K-Akt signaling pathway"
7534,"hsa04151","YWHAZ","PI3K-Akt signaling pathway"
7529,"hsa04151","YWHAB","PI3K-Akt signaling pathway"
10971,"hsa04151","YWHAQ","PI3K-Akt signaling pathway"
7531,"hsa04151","YWHAE","PI3K-Akt signaling pathway"
7533,"hsa04151","YWHAH","PI3K-Akt signaling pathway"
7532,"hsa04151","YWHAG","PI3K-Akt signaling pathway"
572,"hsa04151","BAD","PI3K-Akt signaling pathway"
598,"hsa04151","BCL2L1","PI3K-Akt signaling pathway"
596,"hsa04151","BCL2","PI3K-Akt signaling pathway"
842,"hsa04151","CASP9","PI3K-Akt signaling pathway"
1385,"hsa04151","CREB1","PI3K-Akt signaling pathway"
1386,"hsa04151","ATF2","PI3K-Akt signaling pathway"
468,"hsa04151","ATF4","PI3K-Akt signaling pathway"
10488,"hsa04151","CREB3","PI3K-Akt signaling pathway"
90993,"hsa04151","CREB3L1","PI3K-Akt signaling pathway"
64764,"hsa04151","CREB3L2","PI3K-Akt signaling pathway"
84699,"hsa04151","CREB3L3","PI3K-Akt signaling pathway"
148327,"hsa04151","CREB3L4","PI3K-Akt signaling pathway"
9586,"hsa04151","CREB5","PI3K-Akt signaling pathway"
1388,"hsa04151","ATF6B","PI3K-Akt signaling pathway"
4170,"hsa04151","MCL1","PI3K-Akt signaling pathway"
6256,"hsa04151","RXRA","PI3K-Akt signaling pathway"
3164,"hsa04151","NR4A1","PI3K-Akt signaling pathway"
8517,"hsa04151","IKBKG","PI3K-Akt signaling pathway"
1147,"hsa04151","CHUK","PI3K-Akt signaling pathway"
3551,"hsa04151","IKBKB","PI3K-Akt signaling pathway"
5970,"hsa04151","RELA","PI3K-Akt signaling pathway"
4790,"hsa04151","NFKB1","PI3K-Akt signaling pathway"
4602,"hsa04151","MYB","PI3K-Akt signaling pathway"
4193,"hsa04151","MDM2","PI3K-Akt signaling pathway"
7157,"hsa04151","TP53","PI3K-Akt signaling pathway"
6885,"hsa04152","MAP3K7","AMPK signaling pathway"
6794,"hsa04152","STK11","AMPK signaling pathway"
51719,"hsa04152","CAB39","AMPK signaling pathway"
81617,"hsa04152","CAB39L","AMPK signaling pathway"
92335,"hsa04152","STRADA","AMPK signaling pathway"
55437,"hsa04152","STRADB","AMPK signaling pathway"
3952,"hsa04152","LEP","AMPK signaling pathway"
3953,"hsa04152","LEPR","AMPK signaling pathway"
10645,"hsa04152","CAMKK2","AMPK signaling pathway"
148,"hsa04152","ADRA1A","AMPK signaling pathway"
9370,"hsa04152","ADIPOQ","AMPK signaling pathway"
51094,"hsa04152","ADIPOR1","AMPK signaling pathway"
79602,"hsa04152","ADIPOR2","AMPK signaling pathway"
5562,"hsa04152","PRKAA1","AMPK signaling pathway"
5563,"hsa04152","PRKAA2","AMPK signaling pathway"
5564,"hsa04152","PRKAB1","AMPK signaling pathway"
5565,"hsa04152","PRKAB2","AMPK signaling pathway"
5571,"hsa04152","PRKAG1","AMPK signaling pathway"
53632,"hsa04152","PRKAG3","AMPK signaling pathway"
51422,"hsa04152","PRKAG2","AMPK signaling pathway"
5207,"hsa04152","PFKFB1","AMPK signaling pathway"
5208,"hsa04152","PFKFB2","AMPK signaling pathway"
5209,"hsa04152","PFKFB3","AMPK signaling pathway"
5210,"hsa04152","PFKFB4","AMPK signaling pathway"
2203,"hsa04152","FBP1","AMPK signaling pathway"
8789,"hsa04152","FBP2","AMPK signaling pathway"
5213,"hsa04152","PFKM","AMPK signaling pathway"
5214,"hsa04152","PFKP","AMPK signaling pathway"
5211,"hsa04152","PFKL","AMPK signaling pathway"
3172,"hsa04152","HNF4A","AMPK signaling pathway"
2538,"hsa04152","G6PC1","AMPK signaling pathway"
57818,"hsa04152","G6PC2","AMPK signaling pathway"
92579,"hsa04152","G6PC3","AMPK signaling pathway"
5105,"hsa04152","PCK1","AMPK signaling pathway"
5106,"hsa04152","PCK2","AMPK signaling pathway"
200186,"hsa04152","CRTC2","AMPK signaling pathway"
1385,"hsa04152","CREB1","AMPK signaling pathway"
10488,"hsa04152","CREB3","AMPK signaling pathway"
90993,"hsa04152","CREB3L1","AMPK signaling pathway"
64764,"hsa04152","CREB3L2","AMPK signaling pathway"
84699,"hsa04152","CREB3L3","AMPK signaling pathway"
148327,"hsa04152","CREB3L4","AMPK signaling pathway"
9586,"hsa04152","CREB5","AMPK signaling pathway"
10891,"hsa04152","PPARGC1A","AMPK signaling pathway"
1994,"hsa04152","ELAVL1","AMPK signaling pathway"
595,"hsa04152","CCND1","AMPK signaling pathway"
890,"hsa04152","CCNA2","AMPK signaling pathway"
8900,"hsa04152","CCNA1","AMPK signaling pathway"
29904,"hsa04152","EEF2K","AMPK signaling pathway"
1938,"hsa04152","EEF2","AMPK signaling pathway"
2308,"hsa04152","FOXO1","AMPK signaling pathway"
2309,"hsa04152","FOXO3","AMPK signaling pathway"
23411,"hsa04152","SIRT1","AMPK signaling pathway"
6517,"hsa04152","SLC2A4","AMPK signaling pathway"
2998,"hsa04152","GYS2","AMPK signaling pathway"
2997,"hsa04152","GYS1","AMPK signaling pathway"
3991,"hsa04152","LIPE","AMPK signaling pathway"
3156,"hsa04152","HMGCR","AMPK signaling pathway"
6720,"hsa04152","SREBF1","AMPK signaling pathway"
2194,"hsa04152","FASN","AMPK signaling pathway"
31,"hsa04152","ACACA","AMPK signaling pathway"
6319,"hsa04152","SCD","AMPK signaling pathway"
79966,"hsa04152","SCD5","AMPK signaling pathway"
32,"hsa04152","ACACB","AMPK signaling pathway"
23417,"hsa04152","MLYCD","AMPK signaling pathway"
1374,"hsa04152","CPT1A","AMPK signaling pathway"
1375,"hsa04152","CPT1B","AMPK signaling pathway"
126129,"hsa04152","CPT1C","AMPK signaling pathway"
5515,"hsa04152","PPP2CA","AMPK signaling pathway"
5516,"hsa04152","PPP2CB","AMPK signaling pathway"
5519,"hsa04152","PPP2R1B","AMPK signaling pathway"
5518,"hsa04152","PPP2R1A","AMPK signaling pathway"
5520,"hsa04152","PPP2R2A","AMPK signaling pathway"
5521,"hsa04152","PPP2R2B","AMPK signaling pathway"
5522,"hsa04152","PPP2R2C","AMPK signaling pathway"
55844,"hsa04152","PPP2R2D","AMPK signaling pathway"
28227,"hsa04152","PPP2R3B","AMPK signaling pathway"
55012,"hsa04152","PPP2R3C","AMPK signaling pathway"
5523,"hsa04152","PPP2R3A","AMPK signaling pathway"
5526,"hsa04152","PPP2R5B","AMPK signaling pathway"
5527,"hsa04152","PPP2R5C","AMPK signaling pathway"
5528,"hsa04152","PPP2R5D","AMPK signaling pathway"
5529,"hsa04152","PPP2R5E","AMPK signaling pathway"
5525,"hsa04152","PPP2R5A","AMPK signaling pathway"
23216,"hsa04152","TBC1D1","AMPK signaling pathway"
5862,"hsa04152","RAB2A","AMPK signaling pathway"
4218,"hsa04152","RAB8A","AMPK signaling pathway"
10890,"hsa04152","RAB10","AMPK signaling pathway"
9230,"hsa04152","RAB11B","AMPK signaling pathway"
51552,"hsa04152","RAB14","AMPK signaling pathway"
1080,"hsa04152","CFTR","AMPK signaling pathway"
948,"hsa04152","CD36","AMPK signaling pathway"
3479,"hsa04152","IGF1","AMPK signaling pathway"
3480,"hsa04152","IGF1R","AMPK signaling pathway"
3630,"hsa04152","INS","AMPK signaling pathway"
3643,"hsa04152","INSR","AMPK signaling pathway"
3667,"hsa04152","IRS1","AMPK signaling pathway"
8660,"hsa04152","IRS2","AMPK signaling pathway"
8471,"hsa04152","IRS4","AMPK signaling pathway"
5290,"hsa04152","PIK3CA","AMPK signaling pathway"
5293,"hsa04152","PIK3CD","AMPK signaling pathway"
5291,"hsa04152","PIK3CB","AMPK signaling pathway"
5295,"hsa04152","PIK3R1","AMPK signaling pathway"
