"ENSG_id","SRR7351059","SRR7351063","SRR7351065","SRR7351060","SRR7351064","SRR7351066"
"ENSG00000254131",0,0,0,0,0,0
"ENSG00000254132",2,1,1,0,6,1
"ENSG00000254134",0,0,0,0,0,0
"ENSG00000254135",0,0,0,0,0,0
"ENSG00000254136",0,0,0,0,0,0
"ENSG00000254138",0,4,0,1,1,0
"ENSG00000254139",0,0,0,0,0,0
"ENSG00000254141",0,0,0,0,0,0
"ENSG00000254143",0,0,0,0,0,0
"ENSG00000254144",0,0,0,0,0,0
"ENSG00000254145",0,0,0,0,0,0
"ENSG00000254146",0,0,0,0,0,0
"ENSG00000254150",0,0,0,0,0,0
"ENSG00000254151",0,0,0,0,0,0
"ENSG00000254152",0,0,0,0,0,0
"ENSG00000254153",0,0,0,0,0,0
"ENSG00000254154",1,1,1,2,1,3
"ENSG00000254156",0,0,0,0,0,0
"ENSG00000254157",0,0,0,0,0,0
"ENSG00000254158",0,0,0,0,0,0
"ENSG00000254160",0,0,0,0,0,0
"ENSG00000254161",0,0,0,0,0,0
"ENSG00000254162",0,0,0,0,0,0
"ENSG00000254163",0,0,0,0,0,0
"ENSG00000254164",0,0,0,0,0,0
"ENSG00000254165",49,44,32,41,37,8
"ENSG00000254166",1,0,0,0,0,0
"ENSG00000254167",0,0,0,0,0,0
"ENSG00000254170",0,0,0,1,1,0
"ENSG00000254171",0,0,0,0,0,0
"ENSG00000254172",0,0,0,0,0,0
"ENSG00000254173",0,0,0,0,0,0
"ENSG00000254174",0,0,0,0,0,0
"ENSG00000254175",0,0,0,0,0,0
"ENSG00000254176",0,0,0,0,0,0
"ENSG00000254177",0,0,0,0,0,0
"ENSG00000254178",0,0,0,0,0,0
"ENSG00000254180",2,0,2,1,0,0
"ENSG00000254181",0,0,0,0,0,0
"ENSG00000254182",0,0,0,0,0,0
"ENSG00000254183",0,0,0,0,0,0
"ENSG00000254185",0,0,0,2,0,0
"ENSG00000254186",0,0,0,0,0,0
"ENSG00000254187",0,0,0,0,0,0
"ENSG00000254189",0,0,0,0,0,0
"ENSG00000254190",0,0,0,0,0,0
"ENSG00000254192",0,0,0,0,0,0
"ENSG00000254193",0,0,0,0,0,0
"ENSG00000254194",0,0,0,0,0,0
"ENSG00000254195",0,0,0,0,0,0
"ENSG00000254197",0,0,0,0,0,0
"ENSG00000254198",0,0,0,0,0,0
"ENSG00000254199",0,0,0,0,0,0
"ENSG00000254200",0,0,0,0,0,0
"ENSG00000254201",0,0,0,0,0,0
"ENSG00000254202",0,0,0,0,0,0
"ENSG00000254203",0,0,1,0,0,0
"ENSG00000254204",0,0,0,0,0,0
"ENSG00000254205",0,0,0,0,0,0
"ENSG00000254206",69,66,52,87,56,24
"ENSG00000254207",30,36,11,22,9,17
"ENSG00000254208",0,2,1,2,0,0
"ENSG00000254209",0,0,0,0,0,0
"ENSG00000254211",3,1,1,3,1,0
"ENSG00000254212",0,0,0,0,0,0
"ENSG00000254213",0,1,0,3,0,0
"ENSG00000254215",0,0,0,0,0,0
"ENSG00000254216",0,0,0,0,0,0
"ENSG00000254219",1,0,0,1,1,0
"ENSG00000254220",1,0,0,0,0,0
"ENSG00000254221",1,1,3,0,0,0
"ENSG00000254222",0,0,0,0,0,0
"ENSG00000254223",0,0,0,0,0,0
"ENSG00000254224",5,1,2,3,0,1
"ENSG00000254225",0,0,0,0,0,0
"ENSG00000254226",3,3,2,5,2,1
"ENSG00000254227",0,0,0,0,0,0
"ENSG00000254228",1,0,0,1,0,0
"ENSG00000254229",0,0,0,0,0,0
"ENSG00000254230",2,3,1,3,1,0
"ENSG00000254231",17,13,10,19,9,2
"ENSG00000254233",3,7,9,3,3,10
"ENSG00000254235",0,0,0,0,0,0
"ENSG00000254236",1,1,0,2,0,0
"ENSG00000254237",0,0,0,0,0,0
"ENSG00000254238",0,0,0,0,0,0
"ENSG00000254239",0,0,0,0,0,0
"ENSG00000254240",0,0,0,0,0,0
"ENSG00000254241",0,0,0,0,0,0
"ENSG00000254242",0,0,0,0,0,0
"ENSG00000254244",0,0,0,0,0,0
"ENSG00000254245",2,0,0,3,0,0
"ENSG00000254246",0,0,0,0,0,0
"ENSG00000254247",0,0,0,0,0,0
"ENSG00000254248",0,2,9,3,3,2
"ENSG00000254249",0,0,0,0,0,0
"ENSG00000254251",0,1,0,1,0,0
"ENSG00000254252",0,0,0,0,0,0
"ENSG00000254253",0,0,0,0,0,0
"ENSG00000254254",0,1,0,0,0,0
"ENSG00000254255",0,0,0,0,0,0
"ENSG00000254256",0,0,0,0,0,0
"ENSG00000254258",1,0,0,0,0,0
"ENSG00000254260",0,0,0,0,0,0
"ENSG00000254261",0,0,0,0,0,0
"ENSG00000254262",0,0,0,0,0,0
"ENSG00000254263",0,0,1,0,0,1
"ENSG00000254264",0,0,0,0,0,0
"ENSG00000254265",0,0,0,0,0,0
"ENSG00000254266",0,4,0,2,0,0
"ENSG00000254267",1,0,0,0,0,0
"ENSG00000254268",0,0,0,0,0,0
"ENSG00000254270",0,0,0,0,0,0
"ENSG00000254271",1,0,0,1,2,0
"ENSG00000254272",14,18,2,27,4,2
"ENSG00000254273",7,8,4,0,0,3
"ENSG00000254274",0,0,0,0,0,0
"ENSG00000254275",34,53,26,34,17,5
"ENSG00000254277",0,0,0,0,0,0
"ENSG00000254278",0,0,0,0,0,0
"ENSG00000254279",0,0,0,0,0,0
"ENSG00000254281",32,22,86,26,25,71
"ENSG00000254283",0,0,0,0,0,0
"ENSG00000254285",0,0,0,0,0,0
"ENSG00000254286",12,23,13,10,7,8
"ENSG00000254287",0,0,0,0,0,0
"ENSG00000254288",18,11,29,14,39,32
"ENSG00000254289",2,0,1,1,0,0
"ENSG00000254290",1,1,0,5,2,0
"ENSG00000254291",1,2,1,0,2,1
"ENSG00000254292",0,0,0,0,0,0
"ENSG00000254293",0,0,0,0,0,0
"ENSG00000254294",9,3,1,5,0,0
"ENSG00000254295",21,14,45,28,28,36
"ENSG00000254297",0,0,0,0,0,0
"ENSG00000254298",3,0,0,0,0,0
"ENSG00000254299",0,0,0,0,0,0
"ENSG00000254300",0,0,0,0,0,0
"ENSG00000254302",0,0,0,0,0,0
"ENSG00000254303",0,0,1,0,1,0
"ENSG00000254305",0,0,0,0,0,0
"ENSG00000254306",0,0,0,0,0,0
"ENSG00000254307",0,1,0,1,1,0
"ENSG00000254308",0,0,0,0,0,0
"ENSG00000254309",0,0,0,0,0,0
"ENSG00000254310",0,0,0,0,0,0
"ENSG00000254311",0,0,0,1,0,0
"ENSG00000254312",0,0,0,0,0,0
"ENSG00000254313",0,0,0,0,0,0
"ENSG00000254314",0,0,0,0,0,0
"ENSG00000254315",0,0,0,0,0,0
"ENSG00000254316",0,0,0,0,0,0
"ENSG00000254317",1,4,0,2,2,1
"ENSG00000254319",2,1,1,3,4,0
"ENSG00000254320",0,0,0,0,0,0
"ENSG00000254321",0,0,0,0,0,0
"ENSG00000254324",0,0,1,0,0,0
"ENSG00000254325",178,97,246,102,195,164
"ENSG00000254326",1,0,0,0,0,0
"ENSG00000254328",21,8,15,11,3,7
"ENSG00000254329",0,0,0,0,0,0
"ENSG00000254330",0,0,0,0,0,0
"ENSG00000254331",0,0,0,0,0,0
"ENSG00000254332",1,0,0,0,0,0
"ENSG00000254333",0,0,11,1,0,3
"ENSG00000254334",0,0,0,0,0,0
"ENSG00000254335",0,0,0,0,0,0
"ENSG00000254336",0,0,0,0,0,0
"ENSG00000254337",0,0,0,0,0,0
"ENSG00000254338",0,1,0,0,2,1
"ENSG00000254339",0,0,0,0,0,0
"ENSG00000254340",3,5,3,4,4,4
"ENSG00000254341",0,0,0,0,0,0
"ENSG00000254342",0,0,0,0,0,0
"ENSG00000254343",1,3,3,3,2,1
"ENSG00000254344",0,0,0,0,0,0
"ENSG00000254345",0,0,0,0,0,0
"ENSG00000254346",0,0,0,2,1,0
"ENSG00000254347",0,0,0,0,0,0
"ENSG00000254348",0,0,0,0,0,0
"ENSG00000254349",0,1,0,2,1,0
"ENSG00000254350",0,0,0,0,0,0
"ENSG00000254351",0,0,0,0,0,0
"ENSG00000254352",0,0,0,0,1,0
"ENSG00000254355",0,0,0,0,0,0
"ENSG00000254357",0,0,0,0,0,0
"ENSG00000254358",0,0,0,0,0,0
"ENSG00000254361",0,0,0,0,0,0
"ENSG00000254362",14,5,16,4,10,7
"ENSG00000254363",83,102,17,59,25,6
"ENSG00000254364",0,0,0,2,0,0
"ENSG00000254365",0,0,0,0,0,0
"ENSG00000254366",0,0,0,0,0,0
"ENSG00000254367",0,1,1,0,0,0
"ENSG00000254369",3,0,1,1,0,0
"ENSG00000254370",0,0,0,0,0,0
"ENSG00000254372",0,0,0,0,0,0
"ENSG00000254373",3,2,0,3,2,0
"ENSG00000254376",0,0,0,0,0,0
"ENSG00000254377",0,0,0,0,0,0
"ENSG00000254380",0,0,0,0,1,0
"ENSG00000254381",0,0,0,0,0,0
"ENSG00000254383",0,0,0,0,0,0
"ENSG00000254384",0,0,0,0,0,0
"ENSG00000254387",0,1,0,0,0,0
"ENSG00000254388",0,0,0,0,0,0
"ENSG00000254389",0,5,3,4,3,2
"ENSG00000254391",0,1,0,0,0,0
"ENSG00000254392",0,0,0,0,0,0
"ENSG00000254394",0,0,0,0,0,0
"ENSG00000254395",0,0,0,0,0,0
"ENSG00000254396",1,4,19,0,3,11
"ENSG00000254397",0,0,0,0,0,0
"ENSG00000254398",0,0,0,1,0,0
"ENSG00000254399",0,0,0,0,0,0
"ENSG00000254400",16,16,13,11,8,2
"ENSG00000254401",0,0,0,0,0,0
"ENSG00000254402",42,24,8,51,21,11
"ENSG00000254403",0,0,0,0,0,0
"ENSG00000254404",0,0,0,0,0,0
"ENSG00000254406",0,0,0,0,0,0
"ENSG00000254407",0,0,0,0,0,0
"ENSG00000254408",0,0,0,0,0,0
"ENSG00000254409",3,3,1,7,1,1
"ENSG00000254411",0,0,0,0,0,0
"ENSG00000254412",0,0,0,0,0,0
"ENSG00000254413",21,21,19,22,17,10
"ENSG00000254415",1,499,1168,1,613,1005
"ENSG00000254416",2,1,0,0,0,0
"ENSG00000254417",0,0,0,0,0,0
"ENSG00000254418",5,10,3,6,5,1
"ENSG00000254419",109,102,112,142,98,93
"ENSG00000254420",0,0,0,2,3,4
"ENSG00000254422",0,0,0,0,0,0
"ENSG00000254423",0,0,0,0,0,0
"ENSG00000254424",0,0,0,0,0,0
"ENSG00000254425",0,0,0,0,0,0
"ENSG00000254427",4,3,7,7,4,1
"ENSG00000254428",0,2,0,0,1,0
"ENSG00000254429",2,1,0,4,5,1
"ENSG00000254430",0,0,0,0,0,0
"ENSG00000254431",0,0,0,0,0,0
"ENSG00000254432",0,0,0,0,0,0
"ENSG00000254433",4,2,0,1,0,0
"ENSG00000254434",0,0,0,0,0,0
"ENSG00000254436",0,0,0,0,0,0
"ENSG00000254437",0,0,0,0,0,0
"ENSG00000254438",0,0,0,0,0,0
"ENSG00000254440",0,0,0,0,0,0
"ENSG00000254441",0,0,0,0,0,0
"ENSG00000254442",0,0,0,0,0,0
"ENSG00000254443",0,0,0,0,0,0
"ENSG00000254444",0,2,8,1,5,12
"ENSG00000254445",0,0,0,0,0,0
"ENSG00000254447",0,0,0,0,0,0
"ENSG00000254449",0,2,0,0,0,0
"ENSG00000254450",1,4,0,2,1,0
"ENSG00000254451",0,0,0,0,0,0
"ENSG00000254452",13,11,14,11,16,10
"ENSG00000254453",0,0,0,0,0,0
"ENSG00000254454",10,3,3,7,3,1
"ENSG00000254455",0,0,0,0,0,0
"ENSG00000254456",0,0,0,0,0,0
"ENSG00000254457",0,0,0,0,0,0
"ENSG00000254458",0,0,0,0,0,0
"ENSG00000254459",5,13,7,7,6,6
"ENSG00000254460",0,5,0,0,0,0
"ENSG00000254461",2,6,1,3,2,0
"ENSG00000254462",0,0,0,0,0,0
"ENSG00000254463",32,27,21,25,8,12
"ENSG00000254464",0,0,0,0,0,0
"ENSG00000254465",0,0,0,0,0,0
"ENSG00000254466",0,0,0,0,0,0
"ENSG00000254467",0,0,0,0,0,0
"ENSG00000254468",3,2,3,1,6,4
"ENSG00000254469",83,84,41,86,40,13
"ENSG00000254470",3043,2503,6826,3640,5126,6286
"ENSG00000254471",0,0,0,0,0,0
"ENSG00000254472",0,0,0,0,0,0
"ENSG00000254473",19,15,7,21,12,9
"ENSG00000254475",0,0,0,0,0,0
"ENSG00000254477",36,19,51,17,33,31
"ENSG00000254478",0,0,0,0,0,0
"ENSG00000254479",0,0,0,0,0,0
"ENSG00000254480",0,0,0,1,0,1
"ENSG00000254481",16,45,14,11,16,8
"ENSG00000254482",0,0,0,0,0,0
"ENSG00000254483",0,0,0,0,0,0
"ENSG00000254484",5,5,7,5,4,7
"ENSG00000254485",1,0,0,2,0,0
"ENSG00000254486",0,0,0,0,0,0
"ENSG00000254487",0,0,0,0,0,0
"ENSG00000254488",0,0,0,2,0,0
"ENSG00000254489",0,0,0,0,0,0
"ENSG00000254490",0,0,0,0,0,0
"ENSG00000254491",0,0,0,0,0,0
"ENSG00000254492",0,0,0,0,0,0
"ENSG00000254495",0,0,0,0,0,0
"ENSG00000254496",0,0,0,0,0,0
"ENSG00000254497",0,0,0,0,0,0
"ENSG00000254498",0,0,0,0,0,0
"ENSG00000254499",0,0,0,0,0,0
"ENSG00000254500",2,3,4,7,3,5
"ENSG00000254501",31,43,6,29,4,5
"ENSG00000254502",0,1,0,0,0,1
"ENSG00000254503",0,0,0,0,0,0
"ENSG00000254505",141,129,93,160,77,41
"ENSG00000254506",0,1,1,0,0,0
"ENSG00000254507",0,0,0,0,0,0
"ENSG00000254508",0,0,0,1,0,0
"ENSG00000254509",1,0,0,0,0,0
"ENSG00000254510",0,0,0,0,0,1
"ENSG00000254511",0,0,0,0,0,0
"ENSG00000254512",0,0,0,0,0,0
"ENSG00000254514",0,0,0,0,0,0
"ENSG00000254515",0,0,0,0,0,0
"ENSG00000254516",0,0,0,0,0,0
"ENSG00000254517",0,0,0,0,0,0
"ENSG00000254518",0,0,0,0,0,0
"ENSG00000254519",0,0,0,0,0,0
"ENSG00000254521",36,23,30,48,24,54
"ENSG00000254522",3,1,0,2,2,1
"ENSG00000254524",0,1,0,0,0,0
"ENSG00000254526",0,0,0,0,0,0
"ENSG00000254527",0,0,0,0,0,1
"ENSG00000254528",14,29,26,20,13,7
"ENSG00000254529",0,0,0,0,0,0
"ENSG00000254530",0,0,0,0,0,0
"ENSG00000254531",59,39,43,52,54,49
"ENSG00000254532",0,0,0,0,0,0
"ENSG00000254533",0,0,0,0,0,0
"ENSG00000254534",0,0,0,0,0,0
"ENSG00000254535",0,0,0,0,0,0
"ENSG00000254536",2,0,0,1,0,0
"ENSG00000254537",0,0,0,0,0,0
"ENSG00000254538",0,1,0,0,0,0
"ENSG00000254539",1,0,1,1,0,0
"ENSG00000254540",0,0,0,0,0,0
"ENSG00000254541",0,0,0,0,0,0
"ENSG00000254542",0,0,0,0,0,0
"ENSG00000254543",0,0,0,0,0,0
"ENSG00000254544",0,0,0,0,0,0
"ENSG00000254545",0,0,0,0,0,0
"ENSG00000254546",0,0,0,0,0,0
"ENSG00000254547",0,0,0,0,0,0
"ENSG00000254548",4,3,0,3,1,0
"ENSG00000254550",0,3,0,1,0,0
"ENSG00000254551",0,1,0,0,0,0
"ENSG00000254552",0,0,0,0,0,0
"ENSG00000254553",0,0,0,0,0,0
"ENSG00000254554",27,31,40,17,29,39
"ENSG00000254555",0,0,0,0,0,0
"ENSG00000254556",23,18,21,29,8,2
"ENSG00000254557",0,0,0,0,0,0
"ENSG00000254558",0,1,0,0,0,0
"ENSG00000254559",1,3,1,0,4,2
"ENSG00000254560",0,0,0,0,0,0
"ENSG00000254561",0,0,0,0,0,0
"ENSG00000254562",0,0,0,0,0,0
"ENSG00000254563",0,0,0,0,0,0
"ENSG00000254564",0,0,0,0,0,0
"ENSG00000254565",0,0,0,0,0,0
"ENSG00000254566",0,0,0,0,0,0
"ENSG00000254567",0,0,0,0,0,0
"ENSG00000254568",1,1,0,0,0,0
"ENSG00000254569",0,0,0,0,0,0
"ENSG00000254571",1,0,0,0,1,0
"ENSG00000254572",0,0,0,0,0,0
"ENSG00000254573",0,0,0,0,0,0
"ENSG00000254574",0,0,0,0,0,0
"ENSG00000254575",0,0,0,0,0,0
"ENSG00000254576",0,0,0,0,0,0
"ENSG00000254577",39,28,19,40,11,9
"ENSG00000254578",1,2,0,3,0,0
"ENSG00000254579",0,0,0,0,0,0
"ENSG00000254580",0,0,0,0,0,0
"ENSG00000254581",0,0,0,0,0,0
"ENSG00000254582",0,0,0,0,0,0
"ENSG00000254583",0,0,0,0,0,0
"ENSG00000254584",0,0,0,0,0,0
"ENSG00000254585",0,0,0,0,0,0
"ENSG00000254586",0,0,0,0,0,0
"ENSG00000254587",0,0,0,0,0,0
"ENSG00000254588",1,0,0,0,0,0
"ENSG00000254589",0,0,0,0,0,0
"ENSG00000254590",0,0,0,0,0,0
"ENSG00000254591",0,0,0,0,0,0
"ENSG00000254592",0,0,0,0,0,0
"ENSG00000254593",1,0,0,0,0,0
"ENSG00000254594",0,0,0,0,0,0
"ENSG00000254595",5,9,2,3,5,4
"ENSG00000254596",0,0,0,0,0,0
"ENSG00000254597",0,0,0,0,0,0
"ENSG00000254598",98,71,70,134,52,50
"ENSG00000254599",0,0,0,0,0,0
"ENSG00000254601",0,0,0,0,0,0
"ENSG00000254602",1,2,1,1,23,0
"ENSG00000254603",0,0,0,0,0,0
"ENSG00000254604",0,1,0,2,0,1
"ENSG00000254605",0,0,0,0,0,0
"ENSG00000254606",2,2,0,0,0,0
"ENSG00000254607",0,0,1,0,0,0
"ENSG00000254609",0,0,0,0,0,0
"ENSG00000254610",4,1,0,1,2,0
"ENSG00000254612",122,85,116,126,64,85
"ENSG00000254613",0,0,0,0,0,0
"ENSG00000254614",285,347,336,231,165,175
"ENSG00000254615",22,33,20,31,14,9
"ENSG00000254616",0,0,0,0,0,0
"ENSG00000254617",0,0,0,0,0,0
"ENSG00000254618",0,0,0,0,0,0
"ENSG00000254619",0,0,0,0,0,0
"ENSG00000254620",0,0,0,0,0,0
"ENSG00000254621",0,0,0,0,0,0
"ENSG00000254622",0,0,0,0,0,0
"ENSG00000254623",0,0,0,0,0,0
"ENSG00000254624",0,0,0,0,0,0
"ENSG00000254625",0,0,0,0,0,0
"ENSG00000254626",0,0,0,0,0,0
"ENSG00000254627",0,0,0,0,0,0
"ENSG00000254629",0,0,0,0,0,0
"ENSG00000254630",0,0,0,0,0,0
"ENSG00000254631",0,0,0,1,0,0
"ENSG00000254632",0,0,3,1,3,4
"ENSG00000254633",0,0,0,0,0,0
"ENSG00000254634",65,53,51,28,21,24
"ENSG00000254635",741,838,740,968,588,539
"ENSG00000254636",0,0,0,0,0,0
"ENSG00000254637",0,0,0,0,0,0
"ENSG00000254638",0,0,0,0,0,0
"ENSG00000254639",1,5,7,2,2,4
"ENSG00000254641",0,0,0,0,0,0
"ENSG00000254642",0,0,0,0,0,0
"ENSG00000254644",0,0,0,0,0,0
"ENSG00000254645",0,0,0,0,0,0
"ENSG00000254646",0,0,0,0,0,0
"ENSG00000254647",0,0,0,0,0,0
"ENSG00000254648",1,3,1,8,0,1
"ENSG00000254649",0,0,0,0,0,0
"ENSG00000254650",0,0,0,1,0,0
"ENSG00000254651",0,0,0,0,0,0
"ENSG00000254653",0,0,1,0,0,0
"ENSG00000254654",0,0,0,0,0,0
"ENSG00000254655",0,0,0,0,0,0
"ENSG00000254656",0,1,0,0,0,0
"ENSG00000254658",0,0,0,0,0,0
"ENSG00000254659",0,0,0,0,0,0
"ENSG00000254660",0,0,0,0,0,0
"ENSG00000254661",0,0,0,0,0,0
"ENSG00000254662",5,4,2,9,5,0
"ENSG00000254663",0,0,0,0,0,0
"ENSG00000254664",0,0,0,0,0,0
"ENSG00000254665",14,24,2,8,1,1
"ENSG00000254668",0,0,0,0,0,0
"ENSG00000254669",0,0,0,0,0,0
"ENSG00000254670",0,0,0,0,0,0
"ENSG00000254671",4,5,8,4,5,4
"ENSG00000254672",0,0,0,0,0,0
"ENSG00000254673",0,0,0,0,0,0
"ENSG00000254674",0,1,0,0,0,0
"ENSG00000254675",0,1,0,0,1,0
"ENSG00000254676",101,107,47,71,32,30
"ENSG00000254677",0,0,0,0,0,0
"ENSG00000254678",0,0,2,0,0,0
"ENSG00000254680",1,1,6,1,5,0
"ENSG00000254681",162,158,70,219,69,72
"ENSG00000254682",37,109,24,67,59,8
"ENSG00000254683",0,0,0,0,0,0
"ENSG00000254684",0,0,0,0,0,0
"ENSG00000254685",197,179,251,269,164,204
"ENSG00000254686",0,0,0,0,0,0
"ENSG00000254687",0,0,0,0,0,0
"ENSG00000254688",0,0,0,0,0,0
"ENSG00000254689",0,0,0,0,0,0
"ENSG00000254690",0,0,0,0,0,0
"ENSG00000254691",1,1,0,1,0,0
"ENSG00000254692",0,0,0,0,0,0
"ENSG00000254693",2,5,5,6,2,3
"ENSG00000254694",14,20,3,22,5,8
"ENSG00000254695",0,1,0,0,2,2
"ENSG00000254696",0,0,0,0,0,0
"ENSG00000254697",0,0,0,0,0,0
"ENSG00000254698",2,3,0,1,0,0
"ENSG00000254699",0,0,4,1,0,0
"ENSG00000254700",0,0,0,0,0,0
"ENSG00000254701",20,9,13,6,0,8
"ENSG00000254702",0,0,0,0,0,0
"ENSG00000254703",56,77,87,67,48,61
"ENSG00000254704",1,3,2,0,0,2
"ENSG00000254705",0,0,0,0,0,0
"ENSG00000254706",0,0,0,0,0,0
"ENSG00000254707",0,0,0,0,0,0
"ENSG00000254708",1,0,1,0,1,0
"ENSG00000254709",31,31,10,35,11,0
"ENSG00000254710",0,0,0,0,0,0
"ENSG00000254712",0,0,0,0,0,0
"ENSG00000254713",0,0,0,0,0,0
"ENSG00000254714",0,0,0,0,0,0
"ENSG00000254715",0,0,0,0,0,0
"ENSG00000254717",8,6,6,6,10,8
"ENSG00000254718",15,15,10,12,8,6
"ENSG00000254719",18,12,29,26,29,32
"ENSG00000254720",0,0,0,0,0,0
"ENSG00000254721",0,2,2,3,7,0
"ENSG00000254722",0,0,0,0,0,0
"ENSG00000254723",0,0,0,0,0,0
"ENSG00000254724",0,0,0,1,1,0
"ENSG00000254725",0,0,0,0,0,0
"ENSG00000254726",1,2,1,1,3,2
"ENSG00000254727",0,0,0,0,0,0
"ENSG00000254728",0,0,0,0,0,0
"ENSG00000254730",0,0,0,0,0,0
"ENSG00000254731",0,0,0,0,0,0
"ENSG00000254732",5,12,6,5,3,0
"ENSG00000254733",0,1,1,1,0,1
"ENSG00000254734",0,0,0,0,0,0
"ENSG00000254735",0,0,0,0,0,0
"ENSG00000254736",0,0,0,0,0,0
"ENSG00000254737",0,1,0,0,0,0
"ENSG00000254738",0,0,0,0,0,0
"ENSG00000254739",6,4,7,6,6,1
"ENSG00000254740",0,0,0,0,0,0
"ENSG00000254741",0,0,0,0,0,0
"ENSG00000254743",0,0,0,0,0,0
"ENSG00000254744",0,2,1,1,0,0
"ENSG00000254746",0,0,0,0,0,0
"ENSG00000254747",0,0,0,0,0,0
"ENSG00000254748",0,0,0,0,0,0
"ENSG00000254749",0,0,0,0,0,0
"ENSG00000254750",37,18,8,49,37,2
"ENSG00000254751",0,0,0,0,0,0
"ENSG00000254752",0,0,0,0,0,0
"ENSG00000254753",0,0,0,0,0,0
"ENSG00000254754",0,0,0,0,0,0
"ENSG00000254755",0,1,0,0,0,0
"ENSG00000254756",0,6,0,3,3,2
"ENSG00000254757",0,0,1,0,1,0
"ENSG00000254758",0,0,0,0,0,0
"ENSG00000254759",0,0,0,0,0,0
"ENSG00000254760",57,20,35,105,14,12
"ENSG00000254762",4,0,0,0,0,1
"ENSG00000254764",0,0,0,0,0,0
"ENSG00000254765",0,0,0,0,0,0
"ENSG00000254767",0,0,0,0,0,0
"ENSG00000254768",0,0,0,0,0,0
"ENSG00000254769",0,0,0,0,0,0
"ENSG00000254770",0,0,0,0,0,0
"ENSG00000254771",0,0,0,1,0,0
"ENSG00000254772",0,0,0,0,0,0
"ENSG00000254774",3,4,2,1,2,1
"ENSG00000254775",0,0,0,0,0,0
"ENSG00000254776",0,1,0,0,0,0
"ENSG00000254777",15,11,16,7,9,11
"ENSG00000254779",0,0,0,0,0,0
"ENSG00000254780",0,0,0,0,0,0
"ENSG00000254781",0,3,1,1,3,0
"ENSG00000254783",48,34,28,43,38,14
"ENSG00000254784",0,0,0,0,0,0
"ENSG00000254785",0,0,0,0,0,0
"ENSG00000254786",1,4,2,6,1,5
"ENSG00000254787",0,0,0,0,0,0
"ENSG00000254788",0,0,0,0,0,0
"ENSG00000254789",22,14,86,10,69,171
"ENSG00000254790",0,0,0,0,0,0
"ENSG00000254791",36,35,28,38,30,29
"ENSG00000254792",0,0,0,0,0,0
"ENSG00000254793",1,4,0,1,1,0
"ENSG00000254794",0,0,0,0,0,0
"ENSG00000254795",0,0,0,0,0,0
"ENSG00000254796",0,0,0,0,0,0
"ENSG00000254798",0,0,0,0,0,0
"ENSG00000254799",0,0,3,1,1,1
"ENSG00000254800",0,0,0,0,0,0
"ENSG00000254801",0,0,0,0,0,0
"ENSG00000254802",20,41,24,49,28,9
"ENSG00000254803",0,0,0,0,0,0
"ENSG00000254804",0,0,0,0,0,0
"ENSG00000254805",0,1,0,0,0,0
"ENSG00000254806",2,1,2,1,1,0
"ENSG00000254807",0,0,0,0,0,0
"ENSG00000254810",4,14,12,6,4,16
"ENSG00000254811",0,0,0,0,0,0
"ENSG00000254812",3,1,3,5,4,1
"ENSG00000254813",0,1,0,0,0,0
"ENSG00000254814",4,2,1,1,6,15
"ENSG00000254815",92,135,53,114,75,20
"ENSG00000254816",0,0,0,0,0,0
"ENSG00000254817",0,0,0,0,0,0
"ENSG00000254818",0,0,0,0,0,0
"ENSG00000254819",0,0,0,0,0,0
"ENSG00000254820",0,0,0,0,0,0
"ENSG00000254821",5,2,1,1,0,1
"ENSG00000254822",0,0,0,0,0,0
"ENSG00000254823",0,0,0,0,0,0
"ENSG00000254824",0,0,0,0,0,0
"ENSG00000254825",0,0,0,0,0,0
"ENSG00000254826",47,17,48,21,40,48
"ENSG00000254827",12,9,6,9,8,6
"ENSG00000254828",0,0,0,0,0,0
"ENSG00000254829",0,0,0,0,0,0
"ENSG00000254830",0,0,0,0,0,0
"ENSG00000254831",0,0,0,0,0,0
"ENSG00000254832",0,0,0,1,0,0
"ENSG00000254833",0,0,0,0,0,0
"ENSG00000254834",0,0,0,0,0,0
"ENSG00000254835",1,0,0,0,0,0
"ENSG00000254836",0,0,0,0,0,0
"ENSG00000254837",38,40,36,54,33,14
"ENSG00000254838",3823,2681,2284,4633,2107,1445
"ENSG00000254839",1,0,0,1,1,0
"ENSG00000254840",0,0,0,0,0,0
"ENSG00000254841",0,0,0,0,0,0
"ENSG00000254842",9,11,2,8,4,1
"ENSG00000254843",0,0,0,0,0,0
"ENSG00000254844",0,0,0,2,0,0
"ENSG00000254846",1,0,0,1,2,1
"ENSG00000254847",0,0,0,0,0,0
"ENSG00000254848",0,0,0,0,0,0
"ENSG00000254850",0,1,0,1,1,0
"ENSG00000254851",83,141,29,90,84,13
"ENSG00000254852",1,7,0,0,2,0
"ENSG00000254853",0,0,0,0,0,0
"ENSG00000254854",0,0,0,0,2,0
"ENSG00000254855",3,3,5,6,4,0
"ENSG00000254856",0,0,0,0,0,0
"ENSG00000254857",0,0,0,0,0,0
"ENSG00000254858",71,114,79,159,96,30
"ENSG00000254859",0,76,0,1,193,0
"ENSG00000254860",128,192,60,139,162,37
"ENSG00000254861",0,0,0,0,0,0
"ENSG00000254862",0,0,0,0,0,0
"ENSG00000254863",0,0,0,0,0,0
"ENSG00000254864",0,0,0,0,0,0
